code_id,code
236,"def manage_action(self,
                      stat_name,
                      trigger,
                      header,
                      action_key):
        
        
        try:
            command, repeat = self.get_limit_action(trigger, stat_name=stat_name)
        except KeyError:
            
            self.actions.set(stat_name, trigger)
        else:
            
            
            if action_key is None:
                action_key = header

            
            
            if isinstance(self.get_stats_action(), list):
                
                
                mustache_dict = {}
                for item in self.get_stats_action():
                    if item[self.get_key()] == action_key:
                        mustache_dict = item
                        break
            else:
                
                mustache_dict = self.get_stats_action()
            
            self.actions.run(
                stat_name, trigger,
                command, repeat, mustache_dict=mustache_dict)"
237,"def popover_helper(self):
        
        
        display_month = month_name[self.mo]

        if isinstance(display_month, six.binary_type) and self.encoding:
            display_month = display_month.decode()

        self.when = ( + display_month +  +
                     str(self.day) +  + self.event.l_start_date.strftime(
                         LEGACY_CALENDAR_TIME_FORMAT).lstrip() +  +
                     self.event.l_end_date.strftime(LEGACY_CALENDAR_TIME_FORMAT).lstrip() +
                     )

        if self.event.location.exists():  
            self.where = 
            for l in self.event.location.all():
                self.where += l.name
            self.where += 
        else:
            self.where = 

        
        self.desc =  + self.event.description[:100]
        self.desc += ( if len(self.event.description) > 100
                      else )

        self.event_url = self.event.get_absolute_url()  
        t = LEGACY_CALENDAR_TIME_FORMAT if self.event.l_start_date.minute else LEGACY_CALENDAR_HOUR_FORMAT
        self.title2 = (self.event.l_start_date.strftime(t).lstrip() +
                        + self.title)"
238,"def cubehelix_palette(n_colors=6, start=0, rot=.4, gamma=1.0, hue=0.8,
                      light=.85, dark=.15, reverse=False, as_cmap=False):
    
    cdict = mpl._cm.cubehelix(gamma, start, rot, hue)
    cmap = mpl.colors.LinearSegmentedColormap(""cubehelix"", cdict)

    x = np.linspace(light, dark, n_colors)
    pal = cmap(x)[:, :3].tolist()
    if reverse:
        pal = pal[::-1]

    if as_cmap:
        x_256 = np.linspace(light, dark, 256)
        if reverse:
            x_256 = x_256[::-1]
        pal_256 = cmap(x_256)
        cmap = mpl.colors.ListedColormap(pal_256)
        return cmap
    else:
        return pal"
239,"def annotate_bed(
        self,
        bt,
        name,
        col_name,
        complete=None,
        df_col=None,
    ):
        
        import numpy as np
        import pandas as pd
        has_name_col = len(self.annot_beds[name][0].fields) > 3
        print()
        if complete:
            res = bt.intersect(self.annot_beds[name], sorted=True, wo=True, F=1)
        else:
            res = bt.intersect(self.annot_beds[name], sorted=True, wo=True)
        print()
        try:
            df = res.to_dataframe(names=range(len(res[0].fields)))
            ind = df[3].values
            if df_col is None:
                self.df[col_name] = False
                self.df.ix[set(ind), col_name] = True
            else:
                tdf = pd.DataFrame(True, index=ind, columns=[col_name])
                self.df = self.df.merge(tdf, left_on=df_col, right_index=True,
                                        how=)
                self.df[col_name] = self.df[col_name].fillna(False)
                
            print()
            if has_name_col:
                vals = df[7].values
            else:
                vals = list(df[4].astype(str) +  +
                            df[5].astype(str) +  +
                            df[6].astype(str))
            print()
            df.index = vals
            gb = df.groupby(3)
            t = pd.Series(gb.groups)
            print()
            t = pd.DataFrame(t.apply(lambda x: set(x)))
            print()
            t.columns = [.format(col_name)]
            self.df = self.df.merge(t, left_on=df_col, right_index=True,
                                    how=)
            print()
        except IndexError:
            pass"
240,"def _fast_cross_3d(x, y):
    
    assert x.ndim == 2
    assert y.ndim == 2
    assert x.shape[1] == 3
    assert y.shape[1] == 3
    assert (x.shape[0] == 1 or y.shape[0] == 1) or x.shape[0] == y.shape[0]
    if max([x.shape[0], y.shape[0]]) >= 500:
        return np.c_[x[:, 1] * y[:, 2] - x[:, 2] * y[:, 1],
                     x[:, 2] * y[:, 0] - x[:, 0] * y[:, 2],
                     x[:, 0] * y[:, 1] - x[:, 1] * y[:, 0]]
    else:
        return np.cross(x, y)"
241,"def readme_template(readme_template_file):
    
    if not readme_template_file:
        click.secho(dtool_config.utils.get_readme_template_fpath(
            CONFIG_PATH,
        ))
    else:
        click.secho(dtool_config.utils.set_readme_template_fpath(
            CONFIG_PATH,
            readme_template_file
        ))"
242,"def p_annotation_comment_1(self, p):
        
        try:
            if six.PY2:
                value = p[2].decode(encoding=)
            else:
                value = p[2]
            self.builder.add_annotation_comment(self.document, value)
        except CardinalityError:
            self.more_than_one_error(, p.lineno(1))
        except OrderError:
            self.order_error(, , p.lineno(1))"
243,"def get_branch(self, path, project=None, include_parent=None, include_children=None):
        
        route_values = {}
        if project is not None:
            route_values[] = self._serialize.url(, project, )
        query_parameters = {}
        if path is not None:
            query_parameters[] = self._serialize.query(, path, )
        if include_parent is not None:
            query_parameters[] = self._serialize.query(, include_parent, )
        if include_children is not None:
            query_parameters[] = self._serialize.query(, include_children, )
        response = self._send(http_method=,
                              location_id=,
                              version=,
                              route_values=route_values,
                              query_parameters=query_parameters)
        return self._deserialize(, response)"
244,"def run_step(context):
    
    logger.debug(""started"")

    deprecated(context)

    ObjectRewriterStep(__name__, , context).run_step(
        YamlRepresenter())

    logger.debug(""done"")"
245,"def main(self, x, y, phase):
        
        self.initial_step(phase, x, y)

        
        for i in range(self.ITERATIONS - 1):
            if self.MODE == CordicMode.ROTATION:
                direction = self.phase[i] > 0
            elif self.MODE == CordicMode.VECTORING:
                direction = self.y[i] < 0

            if direction:
                self.x[i + 1] = self.x[i] - (self.y[i] >> i)
                self.y[i + 1] = self.y[i] + (self.x[i] >> i)
                self.phase[i + 1] = self.phase[i] - self.PHASE_LUT[i]
            else:
                self.x[i + 1] = self.x[i] + (self.y[i] >> i)
                self.y[i + 1] = self.y[i] - (self.x[i] >> i)
                self.phase[i + 1] = self.phase[i] + self.PHASE_LUT[i]

        return self.x[-1], self.y[-1], self.phase[-1]"
246,"def iter(self, dir_entries):
        
        filter = self.filter
        for entry in dir_entries:
            path = filter(Path2(entry.path))
            if path != False:
                yield path"
247,"def dumps(self):
        
        return {table_name: getattr(self, table_name).dumps() for table_name in self.TABLES}"
248,"def shutdown(self):
        
        self._storage.clear()
        self._scheduler.shutdown(wait=False)
        self._workers.shutdown(wait=False)"
249,"def list_devices(connection: ForestConnection = None):
    
    
    return sorted(get_json(session, url)[""devices""].keys())"
250,"def issubset(self, other):
        
        other = self._cast_to_frameset(other)
        if other is NotImplemented:
            return NotImplemented
        return self.items <= other.items"
251,"def sha(self):
        
        if self._sha is None:
            self._sha = compute_auth_key(self.userid, self.password)
        return self._sha"
252,"def updateStats(self, log):
        
        stdio = log.getText()

        total = passed = skipped = fails = warnings = errors = 0
        hastests = False

        
        
        

        
        

        if not hastests:
            outputs = re.findall(
                ""Ran (?P<count>[\d]+) tests with (?P<fail>[\d]+) failures and (?P<error>[\d]+) errors"",
                stdio)
            for output in outputs:
                total += int(output[0])
                fails += int(output[1])
                errors += int(output[2])
                hastests = True

        

        
        
        
        if not hastests:
            for line in stdio.split(""\n""):
                if line.startswith(""FAILED ("") or line.startswith(""PASSED (""):
                    hastests = True

                    line = line[8:][:-1]
                    stats = line.split("", "")
                    data = {}

                    for stat in stats:
                        k, v = stat.split(""="")
                        data[k] = int(v)

                    if ""successes"" not in data:
                        total = 0
                        for number in re.findall(
                                ""Ran (?P<count>[\d]+) tests in "", stdio):
                            total += int(number)
                        data[""successes""] = total - sum(data.values())

        

        
        
        
        

        if not hastests:
            fails += len(re.findall(, stdio))
            errors += len(
                re.findall(
                    ,
                    stdio))
            for number in re.findall(""Ran (?P<count>[\d]+)"", stdio):
                total += int(number)
                hastests = True

        
        "
253,"def X_length(self, new_window_length):
        
        self.parent.value(, new_window_length)
        self.parent.overview.update_position()"
254,"def get_app_dir(app):
    
    path = __app_dirs__.get(app)
    if path is not None:
        return path
    else:
        p = app.split()
        try:
            path = pkg.resource_filename(p[0], )
        except ImportError as e:
            log.error(""Can'
        if len(p) > 1:
            path = os.path.join(path, *p[1:])
        
        __app_dirs__[app] = path
        return path"
255,"def authorization_target(original_class):
    

    def can(self, action, subject):
        ability = Ability(self, get_authorization_method())
        return ability.can(action, subject)

    def cannot(self, action, subject):
        return not can(self, action, subject)

    setattr(original_class, , can)
    setattr(original_class, , cannot)

    return original_class"
256,"def eliminate_diag_dom_nodes(A, C, theta=1.02):
    r
    
    A_abs = A.copy()
    A_abs.data = np.abs(A_abs.data)
    D_abs = get_diagonal(A_abs, norm_eq=0, inv=False)
    diag_dom_rows = (D_abs > (theta*(A_abs*np.ones((A_abs.shape[0],),
                                                   dtype=A_abs) - D_abs)))

    
    bsize = blocksize(A_abs)
    if bsize > 1:
        diag_dom_rows = np.array(diag_dom_rows, dtype=int)
        diag_dom_rows = diag_dom_rows.reshape(-1, bsize)
        diag_dom_rows = np.sum(diag_dom_rows, axis=1)
        diag_dom_rows = (diag_dom_rows == bsize)

    
    Id = eye(C.shape[0], C.shape[1], format=)
    Id.data[diag_dom_rows] = 0.0
    C = Id * C * Id
    Id.data[diag_dom_rows] = 1.0
    Id.data[np.where(diag_dom_rows == 0)[0]] = 0.0
    C = C + Id

    del A_abs
    return C"
257,"def perform_matched_selection(self, event):
        
        selected = TextHelper(self.editor).match_select()
        if selected and event:
            event.accept()"
258,"def get_matching_gos(self, compiled_pattern, **kws):
        
        
        matching_gos = []
        obo_dag = self.obo_dag
        prt = kws[] if  in kws else self.log
        prt.write(.format(P=compiled_pattern.pattern))
        
        srchgos = kws[] if  in kws else self.go2items.keys()
        for go_id in srchgos:
            go_obj = obo_dag.get(go_id, None)
            if go_obj is not None:
                for hdr in self.goa_srch_hdrs:
                    if hdr in go_obj.__dict__:
                        fld_val = getattr(go_obj, hdr)
                        matches = self._search_vals(compiled_pattern, fld_val)
                        for mtch in matches:
                            prt.write(""MATCH {go_id}({NAME}) {FLD}: {M}\n"".format(
                                FLD=hdr, go_id=go_obj.id, NAME=go_obj.name, M=mtch))
                        if matches:
                            matching_gos.append(go_id)
            else:
                prt.write(""**WARNING: {GO} found in annotation is not found in obo\n"".format(
                    GO=go_id))
        matching_gos = set(matching_gos)
        
        self._summary_matching_gos(prt, compiled_pattern.pattern, matching_gos, srchgos)
        return matching_gos"
259,"def DbGetObjectList(self, argin):
        
        self._log.debug(""In DbGetObjectList()"")
        argin = replace_wildcard(argin)
        return self.db.get_object_list(argin)"
260,"def get_running_step_changes(write: bool = False) -> list:
    
    project = cd.project.get_internal_project()

    running_steps = list(filter(
        lambda step: step.is_running,
        project.steps
    ))

    def get_changes(step):
        step_data = writing.step_writer.serialize(step)

        if write:
            writing.save(project, step_data.file_writes)

        return dict(
            name=step.definition.name,
            action=,
            step=step_data._asdict(),
            written=write
        )

    return [get_changes(step) for step in running_steps]"
261,"def url_paths(self):
        
        unformatted_paths = self._url_module.url_paths

        paths = {}
        for unformatted_path, handler in unformatted_paths.items():
            path = unformatted_path.format("""")
            paths[path] = handler

        return paths"
262,"def _send_and_reconnect(self, message):
        
        try:
            self.socket.sendall(message.encode(""ascii""))
        except (AttributeError, socket.error):
            if not self.autoreconnect():
                raise
            else:
                self.socket.sendall(message.encode(""ascii""))"
263,"def _reshape_like(F, x, y):
    
    return x.reshape(y.shape) if F is ndarray else F.reshape_like(x, y)"
264,"def load(url_or_handle, cache=None, **kwargs):
    

    ext = get_extension(url_or_handle)
    try:
        loader = loaders[ext.lower()]
        message = ""Using inferred loader  due to passed file extension .""
        log.debug(message, loader.__name__[6:], ext)
        return load_using_loader(url_or_handle, loader, cache, **kwargs)

    except KeyError:

        log.warning(""Unknown extension , attempting to load as image."", ext)
        try:
            with read_handle(url_or_handle, cache=cache) as handle:
                result = _load_img(handle)
        except Exception as e:
            message = ""Could not load resource %s as image. Supported extensions: %s""
            log.error(message, url_or_handle, list(loaders))
            raise RuntimeError(message.format(url_or_handle, list(loaders)))
        else:
            log.info(""Unknown extension  successfully loaded as image."", ext)
            return result"
265,"def shares(self, token: dict = None, prot: str = ""https"") -> dict:
        
        
        shares_url = ""{}://v1.{}.isogeo.com/shares/"".format(prot, self.api_url)
        shares_req = self.get(
            shares_url, headers=self.header, proxies=self.proxies, verify=self.ssl
        )

        
        checker.check_api_response(shares_req)

        
        return shares_req.json()"
266,"def get_account_balance(address, token_type, hostport=None, proxy=None):
    
    assert proxy or hostport, 
    if proxy is None:
        proxy = connect_hostport(hostport)

    balance_schema = {
        : ,
        : {
            : {
                : ,
            },
        },
        : [
            ,
        ],
    }

    schema = json_response_schema(balance_schema)

    try:
        resp = proxy.get_account_balance(address, token_type)
        resp = json_validate(schema, resp)
        if json_is_error(resp):
            return resp

    except ValidationError as e:
        if BLOCKSTACK_DEBUG:
            log.exception(e)

        resp = {: , : 502}
        return resp

    except socket.timeout:
        log.error(""Connection timed out"")
        resp = {: , : 503}
        return resp

    except socket.error as se:
        log.error(""Connection error {}"".format(se.errno))
        resp = {: , : 502}
        return resp

    except Exception as ee:
        if BLOCKSTACK_DEBUG:
            log.exception(ee)

        log.error(""Caught exception while connecting to Blockstack node: {}"".format(ee))
        resp = {: , : 500}
        return resp

    return resp[]"
267,"def clean(self, value):
        

        if isinstance(value, (list, tuple)):
            return [super(FeatureCollectionParameter, self).clean(x) for x in value]

        raise ParameterNotValidError"
268,"def has(self, character):
        
        if not self:
            return False
        character = character if isinstance(character, int) else ord(character)
        last = self[-1][-1]
        start, end = self[bisect.bisect_right(self, (character, last)) - 1]
        return start <= character < end"
269,"def v(*args, **kwargs):
    
    if not args:
        raise ValueError(""you didn't pass any arguments to print out"")

    with Reflect.context(args, **kwargs) as r:
        instance = V_CLASS(r, stream, **kwargs)
        instance()"
270,"def start_paragraph(self, stylename=None):
        
        
        if stylename is None:
            stylename = self._next_p_style or 
        self.start_container(P, stylename=stylename)"
271,"def compute_colors_for_labels(self, labels):
        
        colors = labels[:, None] * self.palette
        colors = (colors % 255).numpy().astype(""uint8"")
        return colors"
272,"def _make_assets_key_collection(saved_model_proto, export_path):
  
  asset_filenames = {}
  used_asset_filenames = set()

  def _make_asset_filename(original_filename):
    
    if original_filename in asset_filenames:
      return asset_filenames[original_filename]

    basename = os.path.basename(original_filename)
    suggestion = basename
    index = 0
    while suggestion in used_asset_filenames:
      suggestion = ""%s%d"" % (basename, index)
      index += 1
    asset_filenames[original_filename] = suggestion
    used_asset_filenames.add(suggestion)
    return suggestion

  for meta_graph in saved_model_proto.meta_graphs:
    collection_def = meta_graph.collection_def.get(
        tf_v1.GraphKeys.ASSET_FILEPATHS)

    if collection_def is None:
      continue
    if collection_def.WhichOneof(""kind"") != ""node_list"":
      raise ValueError(
          ""MetaGraph collection ASSET_FILEPATHS is not a list of tensors."")

    for tensor in collection_def.node_list.value:
      if not tensor.endswith("":0""):
        raise ValueError(""Unexpected tensor in ASSET_FILEPATHS collection."")

    asset_nodes = set([
        _get_node_name_from_tensor(tensor)
        for tensor in collection_def.node_list.value
    ])

    tensor_filename_map = {}
    for node in meta_graph.graph_def.node:
      if node.name in asset_nodes:
        _check_asset_node_def(node)
        filename = node.attr[""value""].tensor.string_val[0]
        tensor_filename_map[node.name + "":0""] = filename
        
        node.attr[""value""].tensor.string_val[0] = (
            tf.compat.as_bytes(""SAVEDMODEL-ASSET""))

    if tensor_filename_map:
      assets_key_collection = meta_graph.collection_def[
          tf_v1.saved_model.constants.ASSETS_KEY]

      for tensor, filename in sorted(tensor_filename_map.items()):
        asset_proto = meta_graph_pb2.AssetFileDef()
        asset_proto.filename = _make_asset_filename(filename)
        asset_proto.tensor_info.name = tensor
        assets_key_collection.any_list.value.add().Pack(asset_proto)

  return {
      original_filename: _get_asset_filename(export_path, asset_filename)
      for original_filename, asset_filename in asset_filenames.items()
  }"
273,"def set_or_create_content(self, page, language, ctype, body):
        
        try:
            content = self.filter(page=page, language=language,
                                  type=ctype).latest()
            content.body = body
        except self.model.DoesNotExist:
            content = self.model(page=page, language=language, body=body,
                                 type=ctype)
        content.save()
        return content"
274,"def find(file_node, dirs=ICON_DIRS, default_name=None, file_ext=):
        
        names = []
        for attr_name in (, , ):
            attr = getattr(file_node, attr_name)
            if attr:
                names.append(attr)
        if default_name:
            names.append(default_name)
        icon_path = StaticPathFinder.find(names, dirs, file_ext)
        if icon_path:
            return StaticIconFile(file_node, icon_path)"
275,"def _move_template_to_destination(
            self,
            ignoreExisting=False):
        
        self.log.info()

        
        sourceDirectories = recursive_directory_listing(
            log=self.log,
            baseFolderPath=self.tmpPath,
            whatToList=""dirs""  
        )

        destinationDirectories = []
        destinationDirectories = []
        destinationDirectories[:] = [self.pathToDestination +
                                     d.replace(self.tmpPath, """") for d in sourceDirectories]
        for d in destinationDirectories:
            
            if not os.path.exists(d):
                os.makedirs(d)

        
        sourceFiles = recursive_directory_listing(
            log=self.log,
            baseFolderPath=self.tmpPath,
            whatToList=""files""  
        )
        destinationFiles = []
        destinationFiles = []
        destinationFiles[:] = [self.pathToDestination +
                               d.replace(self.tmpPath, """") for d in sourceFiles]

        appendText = """"
        for s, f in zip(sourceFiles, destinationFiles):
            try:
                readFile = codecs.open(f, encoding=, mode=)
                content = readFile.read()
                readFile.close()
                fileExists = True
            except IOError:
                fileExists = False
            if fileExists == True and len(content) > 1 and ignoreExisting == False:
                readFile = codecs.open(s, encoding=, mode=)
                content = readFile.read()
                readFile.close()
                appendText +=  % locals()
            else:
                try:
                    if ignoreExisting == False or (ignoreExisting == True and fileExists == False):
                        self.log.debug(""attempting to rename file %s to %s"" %
                                       (s, f))
                        shutil.move(s, f)
                    else:
                        pass
                except Exception, e:
                    self.log.error(""could not rename file %s to %s - failed with this error: %s "" %
                                   (s, f, str(e),))
                    sys.exit(0)

        
        if len(appendText) > 3:
            appendText =  % locals()
            writeFile = codecs.open(
                ""/tmp/append.md"", encoding=, mode=)
            writeFile.write(appendText)
            writeFile.close()
            try:
                cmd =  % locals()
                p = Popen(cmd, stdout=PIPE, stdin=PIPE, shell=True)
                output = p.communicate()[0]
                self.log.debug( % locals())
            except:
                pass

        
        shutil.rmtree(self.tmpPath)

        self.log.info()
        return None"
276,"def fixations(self):
        
        if not self._fixations:
            raise RuntimeError(
                +)
        return self._fixations[(self._fixations.category == self.category) &
                               (self._fixations.filenumber == self.image)]"
277,"def find_deps(obj,              
              document_loader,  
              uri,              
              basedir=None,     
              nestdirs=True     
             ):  
    
    deps = {""class"": ""File"", ""location"": uri, ""format"": CWL_IANA}  

    def loadref(base, uri):
        return document_loader.fetch(document_loader.fetcher.urljoin(base, uri))

    sfs = scandeps(
        basedir if basedir else uri, obj, {""$import"", ""run""},
        {""$include"", ""$schemas"", ""location""}, loadref, nestdirs=nestdirs)
    if sfs is not None:
        deps[""secondaryFiles""] = sfs

    return deps"
278,"def factor_hatch(field_name, patterns, factors, start=0, end=None):
    
    return field(field_name, CategoricalPatternMapper(patterns=patterns,
                                                      factors=factors,
                                                      start=start,
                                                      end=end))"
279,"def _insertSegment(self, index=None, type=None, points=None,
                       smooth=False, **kwargs):
        
        onCurve = points[-1]
        offCurve = points[:-1]
        segments = self.segments
        ptCount = sum([len(segments[s].points) for s in range(index)]) + 1
        self.insertPoint(ptCount, onCurve, type=type, smooth=smooth)
        for offCurvePoint in reversed(offCurve):
            self.insertPoint(ptCount, offCurvePoint, type=""offcurve"")"
280,"def t_VAR(self, t):
        r
        t.type = self.reserved.get(t.value.lower(), )
        return t"
281,"def wait_for_ribcl_firmware_update_to_complete(ribcl_object):
    

    def is_ilo_reset_initiated():
        
        try:
            LOG.debug(ribcl_object._())
            ribcl_object.get_product_name()
            return False
        except exception.IloError:
            LOG.debug(ribcl_object._())
            return True

    
    
    
    
    wait_for_operation_to_complete(
        is_ilo_reset_initiated,
        delay_bw_retries=6,
        delay_before_attempts=5,
        is_silent_loop_exit=True
    )
    wait_for_ilo_after_reset(ribcl_object)"
282,"def paginated_retrieval(methodname, itemtype):
    
    return compose(
        reusable,
        basic_interaction,
        map_yield(partial(_params_as_get, methodname)),
    )"
283,"def process_full_position(data, header, var_only=False):
    
    feature_type = data[header[]]
    
    if (feature_type ==  or feature_type.startswith()):
        return None
    if var_only and feature_type in [, ]:
        return None

    filters = []
    if feature_type == :
        filters.append()
    if  in header:
        if  in data[header[]]:
            filters.append()
    else:
        var_filter = data[header[]]
        if var_filter and not var_filter == ""PASS"":
            filters = filters + var_filter.split()

    chrom = data[header[]]
    start = data[header[]]
    ref_allele = data[header[]]
    alleles = [data[header[]]]
    dbsnp_data = []
    dbsnp_data = data[header[]].split()
    assert data[header[]] in [, ]
    if feature_type ==  or feature_type == :
        return [{: chrom,
                 : start,
                 : dbsnp_data,
                 : ref_allele,
                 : alleles,
                 : data[header[]],
                 : filters,
                 : data[header[]]}]
    else:
        return [{: chrom,
                 : start,
                 : dbsnp_data,
                 : ref_allele,
                 : alleles,
                 : data[header[]],
                 : filters}]"
284,"def from_gitlab(klass, repository, labor_hours=True):
        
        if not isinstance(repository, gitlab.v4.objects.Project):
            raise TypeError()

        project = klass()

        logger.debug(
            ,
            repository.id,
            repository.path_with_namespace,
        )

        

        project[] = repository.name
        project[] = repository.http_url_to_repo
        project[] = repository.description

        
        project[][] = None

        web_url = repository.web_url
        public_server = web_url.startswith()

        if repository.visibility in () and public_server:
            project[][] = 
        elif date_parse(repository.created_at) < POLICY_START_DATE:
            project[][] = 

        if labor_hours:
            project[] = labor_hours_from_url(project[])
        else:
            project[] = 0

        project[] = [] + repository.tag_list

        project[] = {
            : ,
            : web_url,
        }

        

        

        project[] = repository.namespace[]

        
        }

        _prune_dict_null_str(project)

        return project"
285,"def get(self, *args, **kwargs):
        
        step_url = kwargs.get(, None)
        if step_url is None:
            if  in self.request.GET:
                self.storage.reset()
                self.storage.current_step = self.steps.first
            if self.request.GET:
                query_string = ""?%s"" % self.request.GET.urlencode()
            else:
                query_string = """"
            next_step_url = reverse(self.url_name, kwargs={
                : self.steps.current,
            }) + query_string
            return redirect(next_step_url)

        
        elif step_url == self.done_step_name:
            last_step = self.steps.last
            return self.render_done(self.get_form(step=last_step,
                data=self.storage.get_step_data(last_step),
                files=self.storage.get_step_files(last_step)
            ), **kwargs)

        
        
        elif step_url == self.steps.current:
            
            return self.render(self.get_form(
                data=self.storage.current_step_data,
                files=self.storage.current_step_data,
            ), **kwargs)

        elif step_url in self.get_form_list():
            self.storage.current_step = step_url
            return self.render(self.get_form(
                data=self.storage.current_step_data,
                files=self.storage.current_step_data,
            ), **kwargs)

        
        else:
            self.storage.current_step = self.steps.first
            return redirect(self.url_name, step=self.steps.first)"
286,"def send_image_url(self, recipient_id, image_url, notification_type=NotificationType.regular):
        
        return self.send_attachment_url(recipient_id, ""image"", image_url, notification_type)"
287,"def dump(self, *args, **kwargs):
        
        return self.each(Q.dump(*args, **kwargs))"
288,"def _iter_flattened_categories(self):
        
        levels = self.levels
        if not levels:
            return
        leaf_level, remaining_levels = levels[0], levels[1:]
        for category in leaf_level:
            yield self._parentage((category,), remaining_levels)"
289,"def _fix_contig_orientation(contigs_fa, ref_fa, outfile, min_id=90, min_length=20, breaklen=200):
        
        if not os.path.exists(contigs_fa):
            raise Error( + contigs_fa)

        tmp_coords = os.path.join(outfile + )
        pymummer.nucmer.Runner(
            ref_fa,
            contigs_fa,
            tmp_coords,
            min_id=min_id,
            min_length=min_length,
            breaklen=breaklen,
            maxmatch=True,
        ).run()

        to_revcomp = set()
        not_revcomp = set()
        file_reader = pymummer.coords_file.reader(tmp_coords)
        for hit in file_reader:
            if hit.on_same_strand():
                not_revcomp.add(hit.qry_name)
            else:
                to_revcomp.add(hit.qry_name)

        os.unlink(tmp_coords)
        in_both = to_revcomp.intersection(not_revcomp)

        f = pyfastaq.utils.open_file_write(outfile)
        seq_reader = pyfastaq.sequences.file_reader(contigs_fa)
        for seq in seq_reader:
            if seq.id in to_revcomp and seq.id not in in_both:
                seq.revcomp()
            print(seq, file=f)
        pyfastaq.utils.close(f)

        return in_both"
290,"def get_angles(self) -> Tuple[List[float], List[float]]:
        
        stacked_params = np.hstack((self.betas, self.gammas))
        vqe = VQE(self.minimizer, minimizer_args=self.minimizer_args,
                  minimizer_kwargs=self.minimizer_kwargs)
        cost_ham = reduce(lambda x, y: x + y, self.cost_ham)
        
        param_prog = self.get_parameterized_program()
        result = vqe.vqe_run(param_prog, cost_ham, stacked_params, qc=self.qc,
                             **self.vqe_options)
        self.result = result
        betas = result.x[:self.steps]
        gammas = result.x[self.steps:]
        return betas, gammas"
291,"def com_google_fonts_check_aat(ttFont):
  
  UNWANTED_TABLES = {
    , , , , , , ,
    , , , , , , ,
    , , , , , , ,
    , 
  }
  unwanted_tables_found = []
  for table in ttFont.keys():
    if table in UNWANTED_TABLES:
      unwanted_tables_found.append(table)

  if len(unwanted_tables_found) > 0:
    yield FAIL, (""Unwanted AAT tables were found""
                 "" in the font and should be removed, either by""
                 "" fonttools/ttx or by editing them using the tool""
                 "" they built with:""
                 "" {}"").format("", "".join(unwanted_tables_found))
  else:
    yield PASS, ""There are no unwanted AAT tables."""
292,"def _set_mpls_adjust_bandwidth_lsp(self, v, load=False):
    
    if hasattr(v, ""_utype""):
      v = v._utype(v)
    try:
      t = YANGDynClass(v,base=mpls_adjust_bandwidth_lsp.mpls_adjust_bandwidth_lsp, is_leaf=True, yang_name=""mpls-adjust-bandwidth-lsp"", rest_name=""mpls-adjust-bandwidth-lsp"", parent=self, path_helper=self._path_helper, extmethods=self._extmethods, register_paths=False, extensions={u: {u: u, u: u}}, namespace=, defining_module=, yang_type=, is_config=True)
    except (TypeError, ValueError):
      raise ValueError({
          : ,
          : ""rpc"",
          : ,
        })

    self.__mpls_adjust_bandwidth_lsp = t
    if hasattr(self, ):
      self._set()"
293,"def init(self, force_deploy=False):
        
        machines = self.provider_conf.machines
        networks = self.provider_conf.networks
        _networks = []
        for network in networks:
            ipnet = IPNetwork(network.cidr)
            _networks.append({
                ""netpool"": list(ipnet)[10:-10],
                ""cidr"": network.cidr,
                ""roles"": network.roles,
                ""gateway"": ipnet.ip
            })

        vagrant_machines = []
        vagrant_roles = {}
        j = 0
        for machine in machines:
            for _ in range(machine.number):
                vagrant_machine = {
                    ""name"": ""enos-%s"" % j,
                    ""cpu"": machine.flavour_desc[""core""],
                    ""mem"": machine.flavour_desc[""mem""],
                    ""ips"": [n[""netpool""].pop() for n in _networks],
                }
                vagrant_machines.append(vagrant_machine)
                
                for role in machine.roles:
                    vagrant_roles.setdefault(role, []).append(vagrant_machine)
                j = j + 1

        logger.debug(vagrant_roles)

        loader = FileSystemLoader(searchpath=TEMPLATE_DIR)
        env = Environment(loader=loader, autoescape=True)
        template = env.get_template()
        vagrantfile = template.render(machines=vagrant_machines,
                                      provider_conf=self.provider_conf)
        vagrantfile_path = os.path.join(os.getcwd(), ""Vagrantfile"")
        with open(vagrantfile_path, ) as f:
            f.write(vagrantfile)

        
        
        v_env = dict(os.environ)
        v_env[] = self.provider_conf.backend

        v = vagrant.Vagrant(root=os.getcwd(),
                            quiet_stdout=False,
                            quiet_stderr=False,
                            env=v_env)
        if force_deploy:
            v.destroy()
        v.up()
        v.provision()
        roles = {}
        for role, machines in vagrant_roles.items():
            for machine in machines:
                keyfile = v.keyfile(vm_name=machine[])
                port = v.port(vm_name=machine[])
                address = v.hostname(vm_name=machine[])
                roles.setdefault(role, []).append(
                    Host(address,
                         alias=machine[],
                         user=self.provider_conf.user,
                         port=port,
                         keyfile=keyfile))

        networks = [{
            : str(n[""cidr""]),
            : str(n[""netpool""][0]),
            : str(n[""netpool""][-1]),
            : ,
            : str(n[""gateway""]),
            : n[""roles""]
            } for n in _networks]
        logger.debug(roles)
        logger.debug(networks)

        return (roles, networks)"
294,"def get_deployment_count(self):
        

        ret = self.stage_set.annotate(num_deployments=Count()).aggregate(total_deployments=Sum())
        return ret[]"
