code,query
"def ckw03(handle, begtim, endtim, inst, ref, avflag, segid, nrec, sclkdp, quats,
          avvs, nints, starts):
    
    handle = ctypes.c_int(handle)
    begtim = ctypes.c_double(begtim)
    endtim = ctypes.c_double(endtim)
    inst = ctypes.c_int(inst)
    ref = stypes.stringToCharP(ref)
    avflag = ctypes.c_int(avflag)
    segid = stypes.stringToCharP(segid)
    sclkdp = stypes.toDoubleVector(sclkdp)
    quats = stypes.toDoubleMatrix(quats)
    avvs = stypes.toDoubleMatrix(avvs)
    nrec = ctypes.c_int(nrec)
    starts = stypes.toDoubleVector(starts)
    nints = ctypes.c_int(nints)
    libspice.ckw03_c(handle, begtim, endtim, inst, ref, avflag, segid, nrec,
                     sclkdp, quats, avvs, nints, starts)","Add a type 3 segment to a C-kernel.

    http://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/ckw03_c.html

    :param handle: Handle of an open CK file.
    :type handle: int
    :param begtim: The beginning encoded SCLK of the segment.
    :type begtim: float
    :param endtim: The ending encoded SCLK of the segment.
    :type endtim: float
    :param inst: The NAIF instrument ID code.
    :type inst: int
    :param ref: The reference frame of the segment.
    :type ref: str
    :param avflag: True if the segment will contain angular velocity.
    :type avflag: bool
    :param segid: Segment identifier.
    :type segid: str
    :param nrec: Number of pointing records.
    :type nrec: int
    :param sclkdp: Encoded SCLK times.
    :type sclkdp: Array of floats
    :param quats: Quaternions representing instrument pointing.
    :type quats: Nx4-Element Array of floats
    :param avvs: Angular velocity vectors.
    :type avvs: Nx3-Element Array of floats
    :param nints: Number of intervals.
    :type nints: int
    :param starts: Encoded SCLK interval start times.
    :type starts: Array of floats"
"def get_many(self, type: Type[T], query: Mapping[str, Any], streaming: bool = False) -> Iterable[T]:
        
        LOGGER.info(""Getting SourceHandlers for \""{type}\"""".format(type=type.__name__))
        try:
            handlers = self._get_types[type]
        except KeyError:
            try:
                LOGGER.info(""Building new SourceHandlers for \""{type}\"""".format(type=type.__name__))
                handlers = self._get_handlers(type)
            except NoConversionError:
                handlers = None
            self._get_types[type] = handlers

        if handlers is None:
            raise NoConversionError(""No source can provide \""{type}\"""".format(type=type.__name__))

        LOGGER.info(""Creating new PipelineContext"")
        context = self._new_context()

        LOGGER.info(""Querying SourceHandlers for \""{type}\"""".format(type=type.__name__))
        for handler in handlers:
            try:
                return handler.get_many(query, context, streaming)
            except NotFoundError:
                pass

        raise NotFoundError(""No source returned a query result!"")","Gets a query from the data pipeline, which contains a request for multiple objects.

        1) Extracts the query the sequence of data sources.
        2) Inserts the results into the data sinks (if appropriate).
        3) Transforms the results into the requested type if it wasn't already.
        4) Inserts the transformed result into any data sinks.

        Args:
            query: The query being requested (contains a request for multiple objects).
            context: The context for the extraction (mutable).
            streaming: Specifies whether the results should be returned as a generator (default False).

        Returns:
            The requested objects or a generator of the objects if streaming is True."
"def genl_register_family(ops):
    
    if not ops.o_name or (ops.o_cmds and ops.o_ncmds <= 0):
        return -NLE_INVAL

    if ops.o_id and lookup_family(ops.o_id):
        return -NLE_EXIST

    if lookup_family_by_name(ops.o_name):
        return -NLE_EXIST

    nl_list_add_tail(ops.o_list, genl_ops_list)

    return 0","Register Generic Netlink family and associated commands.

    https://github.com/thom311/libnl/blob/libnl3_2_25/lib/genl/mngt.c#L164

    Registers the specified Generic Netlink family definition together with all associated commands. After registration,
    received Generic Netlink messages can be passed to genl_handle_msg() which will validate the messages, look for a
    matching command and call the respective callback function automatically.

    Positional arguments:
    ops -- Generic Netlink family definition (genl_ops class instance).

    Returns:
    0 on success or a negative error code."
"def update(self, model_obj):
        
        identifier = model_obj[self.entity_cls.meta_.id_field.field_name]
        with self.conn[]:
            
            if identifier not in self.conn[][self.schema_name]:
                raise ObjectNotFoundError(
                    f
                    f)

            self.conn[][self.schema_name][identifier] = model_obj
        return model_obj",Update the entity record in the dictionary
"def _get_offsets(self, aref, dim=0):
        
        if isinstance(aref, c_ast.ID):
            return None

        
        assert type(aref.name) in [c_ast.ArrayRef, c_ast.ID], \
            ""array references must only be used with variables or other array references""
        assert type(aref.subscript) in [c_ast.ID, c_ast.Constant, c_ast.BinaryOp], \
            

        
        idxs = [self.conv_ast_to_sym(aref.subscript)]

        
        if type(aref.name) is c_ast.ArrayRef:
            idxs += self._get_offsets(aref.name, dim=dim+1)

        
        if dim == 0:
            idxs.reverse()

        return tuple(idxs)","Return a tuple of offsets of an ArrayRef object in all dimensions.

        The index order is right to left (c-code order).
        e.g. c[i+1][j-2] -> (-2, +1)

        If aref is actually a c_ast.ID, None will be returned."
"def smooth(data, fw):
    
    if fw == 0:
        fdata = data
    else:
        fdata = lfilter(np.ones(fw)/fw, 1, data)
    return fdata",Smooth data with a moving average.
"def encode_field(self, field, value):
        
        for encoder in _GetFieldCodecs(field, ):
            result = encoder(field, value)
            value = result.value
            if result.complete:
                return value
        if isinstance(field, messages.EnumField):
            if field.repeated:
                remapped_value = [GetCustomJsonEnumMapping(
                    field.type, python_name=e.name) or e.name for e in value]
            else:
                remapped_value = GetCustomJsonEnumMapping(
                    field.type, python_name=value.name)
            if remapped_value:
                return remapped_value
        if (isinstance(field, messages.MessageField) and
                not isinstance(field, message_types.DateTimeField)):
            value = json.loads(self.encode_message(value))
        return super(_ProtoJsonApiTools, self).encode_field(field, value)","Encode the given value as JSON.

        Args:
          field: a messages.Field for the field we're encoding.
          value: a value for field.

        Returns:
          A python value suitable for json.dumps."
"def issue_command(self, cmd, *args):
    
    self._writeline(cmd)
    self._writeline(str(len(args)))
    for arg in args:
      arg = str(arg)
      self._writeline(str(len(arg)))
      self._sock.sendall(arg.encode(""utf-8""))

    return self._read_response()",Sends and receives a message to/from the server
"def parse(self, format_string):
        
        txt, state = , 0
        colorstack = [(None, None)]
        itokens = self.tokenize(format_string)

        for token, escaped in itokens:
            if token == self._START_TOKEN and not escaped:
                if txt:
                    yield txt, colorstack[-1]
                    txt = 

                state += 1
                colors = self.extract_syntax(colorise.compat.next(itokens)[0])
                colorstack.append(tuple(b or a
                                        for a, b in zip(colorstack[-1],
                                                        colors)))
            elif token == self._FMT_TOKEN and not escaped:
                
                
                

                if state % 2 != 0:
                    state += 1
                else:
                    txt += token
            elif token == self._STOP_TOKEN and not escaped:
                if state < 2:
                    raise ColorSyntaxError(""Missing  or ""
                                           .format(self._STOP_TOKEN,
                                                   self._FMT_TOKEN))

                if txt:
                    yield txt, colorstack[-1]
                    txt = 

                state -= 2
                colorstack.pop()
            else:
                txt += token

        if state != 0:
            raise ColorSyntaxError(""Invalid color format"")

        if txt:
            yield txt, colorstack[-1]",Parse color syntax from a formatted string.
"def make_input(self, with_header=False):
        
        s = str(self.input)
        if with_header: s = str(self) + ""\n"" + s
        return s",Construct the input file of the calculation.
"def _fw_update(self, drvr_name, data):
        
        fw = data.get()
        tenant_id = fw.get()
        if self.fwid_attr[tenant_id].is_fw_complete() or \
           self.fwid_attr[tenant_id].is_fw_drvr_create_needed():
            prev_info_complete = True
        else:
            prev_info_complete = False

        tenant_obj = self.fwid_attr[tenant_id]
        if  in fw and len(fw.get()) != 0:
            rtr_id = fw.get()[0]
            name = dfa_dbm.DfaDBMixin.get_project_name(self, tenant_id)
            rtr_name = .join([fw_constants.TENANT_EDGE_RTR, name])

            fw_rtr_name = self.os_helper.get_rtr_name(rtr_id)
            fw_type = None
            if fw_rtr_name == rtr_name:
                fw_type = fw_constants.FW_TENANT_EDGE
            tenant_obj.update_fw_params(rtr_id, fw_type)

        if not prev_info_complete:
            self._check_create_fw(tenant_id, drvr_name)","Update routine for the Firewall.

        Check if FW is already cfgd using the below function
        if self.fwid_attr[tenant_id].is_fw_complete() or
        is_fw_drvr_create_needed():
        The above two functions will take care of whether FW is already
        cfgd or about to be cfgd in case of error.
        If yes, this may be a change in policies attached to FW.
        If no, do a check, create after storing the parameters like
        rtr_id."
"def use_plenary_repository_view(self):
        
        self._repository_view = PLENARY
        
        for session in self._get_provider_sessions():
            try:
                session.use_plenary_repository_view()
            except AttributeError:
                pass",Pass through to provider AssetRepositorySession.use_plenary_repository_view
"def LogUpdate(self, data):
        
        for hypo in self.Values():
            like = self.LogLikelihood(data, hypo)
            self.Incr(hypo, like)","Updates a suite of hypotheses based on new data.

        Modifies the suite directly; if you want to keep the original, make
        a copy.

        Note: unlike Update, LogUpdate does not normalize.

        Args:
            data: any representation of the data"
"def WaitUntilValid(self, timeout=None):
    

    return utils.Poll(
        generator=self.Get,
        condition=lambda f: f.data.is_valid,
        timeout=timeout)","Wait until the approval is valid (i.e. - approved).

    Args:
      timeout: timeout in seconds. None means default timeout (1 hour).
               0 means no timeout (wait forever).
    Returns:
      Operation object with refreshed target_file.
    Raises:
      PollTimeoutError: if timeout is reached."
"def emit(self, object, *args):
		
		for cb in self.map.get(object, []):
			cb(*args)",Emit the signal.
"def folderitem(self, obj, item, index):
        
        
        obj = api.get_object(obj)
        uid = api.get_uid(obj)
        url = api.get_url(obj)
        title = api.get_title(obj)

        
        if self.show_categories_enabled():
            category = obj.getCategoryTitle()
            if category not in self.categories:
                self.categories.append(category)
            item[""category""] = category

        item[""replace""][""Title""] = get_link(url, value=title)
        item[""selected""] = False
        item[""selected""] = uid in self.selected_services_uids

        
        methods = obj.getMethods()
        if methods:
            links = map(
                lambda m: get_link(
                    m.absolute_url(), value=m.Title(), css_class=""link""),
                methods)
            item[""replace""][""Methods""] = "", "".join(links)
        else:
            item[""methods""] = """"

        calculation = obj.getCalculation()
        if calculation:
            title = calculation.Title()
            url = calculation.absolute_url()
            item[""Calculation""] = title
            item[""replace""][""Calculation""] = get_link(url, value=title)
        else:
            item[""Calculation""] = """"

        
        after_icons = """"
        if obj.getAccredited():
            after_icons += get_image(
                ""accredited.png"", title=_(""Accredited""))
        if obj.getAttachmentOption() == ""r"":
            after_icons += get_image(
                ""attach_reqd.png"", title=_(""Attachment required""))
        if obj.getAttachmentOption() == ""n"":
            after_icons += get_image(
                ""attach_no.png"", title=_(""Attachment not permitted""))
        if after_icons:
            item[""after""][""Title""] = after_icons

        return item","Service triggered each time an item is iterated in folderitems.

        The use of this service prevents the extra-loops in child objects.

        :obj: the instance of the class to be foldered
        :item: dict containing the properties of the object to be used by
            the template
        :index: current index of the item"
"def on_stop(self):
        
        LOGGER.debug(""zeromq.Subscriber.on_stop"")
        self.running = False
        while self.is_started:
            time.sleep(0.1)
        self.zmqsocket.close()
        self.zmqcontext.destroy()",stop subscriber
"def _private_notes2marc(self, key, value):
    
    def _is_from_hal(value):
        return value.get() == 

    if not _is_from_hal(value):
        return {
            : value.get(),
            : value.get(),
        }

    self.setdefault(, []).append({: value.get()})","Populate the ``595`` MARC key.

    Also populates the `595_H` MARC key through side effects."
"def create_end_of_rib_update():
    
    mpunreach_attr = BGPPathAttributeMpUnreachNLRI(RF_IPv4_VPN.afi,
                                                   RF_IPv4_VPN.safi,
                                                   [])
    eor = BGPUpdate(path_attributes=[mpunreach_attr])
    return eor",Construct end-of-rib (EOR) Update instance.
"def login(email, password):
    
    user = _login(API.login, email, password)
    user.password = password
    return user","Login to Todoist.

    :param email: A Todoist user's email address.
    :type email: str
    :param password: A Todoist user's password.
    :type password: str
    :return: The Todoist user.
    :rtype: :class:`pytodoist.todoist.User`

    >>> from pytodoist import todoist
    >>> user = todoist.login('john.doe@gmail.com', 'password')
    >>> print(user.full_name)
    John Doe"
"def _calc_recip(self):
        
        numsites = self._s.num_sites
        prefactor = 2 * pi / self._vol
        erecip = np.zeros((numsites, numsites), dtype=np.float)
        forces = np.zeros((numsites, 3), dtype=np.float)
        coords = self._coords
        rcp_latt = self._s.lattice.reciprocal_lattice
        recip_nn = rcp_latt.get_points_in_sphere([[0, 0, 0]], [0, 0, 0],
                                                 self._gmax)

        frac_coords = [fcoords for (fcoords, dist, i, img) in recip_nn if dist != 0]

        gs = rcp_latt.get_cartesian_coords(frac_coords)
        g2s = np.sum(gs ** 2, 1)
        expvals = np.exp(-g2s / (4 * self._eta))
        grs = np.sum(gs[:, None] * coords[None, :], 2)

        oxistates = np.array(self._oxi_states)

        
        qiqj = oxistates[None, :] * oxistates[:, None]

        
        sreals = np.sum(oxistates[None, :] * np.cos(grs), 1)
        simags = np.sum(oxistates[None, :] * np.sin(grs), 1)

        for g, g2, gr, expval, sreal, simag in zip(gs, g2s, grs, expvals,
                                                   sreals, simags):

            
            m = (gr[None, :] + pi / 4) - gr[:, None]
            np.sin(m, m)
            m *= expval / g2

            erecip += m

            if self._compute_forces:
                pref = 2 * expval / g2 * oxistates
                factor = prefactor * pref * (
                    sreal * np.sin(gr) - simag * np.cos(gr))

                forces += factor[:, None] * g[None, :]

        forces *= EwaldSummation.CONV_FACT
        erecip *= prefactor * EwaldSummation.CONV_FACT * qiqj * 2 ** 0.5
        return erecip, forces","Perform the reciprocal space summation. Calculates the quantity
        E_recip = 1/(2PiV) sum_{G < Gmax} exp(-(G.G/4/eta))/(G.G) S(G)S(-G)
        where
        S(G) = sum_{k=1,N} q_k exp(-i G.r_k)
        S(G)S(-G) = |S(G)|**2

        This method is heavily vectorized to utilize numpy's C backend for
        speed."
"def create_double(self, value: float) -> Double:
        
        self.append((6, value))
        self.append(None)
        return self.get(self.raw_count - 2)","Creates a new :class:`ConstantDouble`, adding it to the pool and
        returning it.

        :param value: The value of the new Double."
"def status(config, group, accounts=(), region=None):
    
    config = validate.callback(config)
    destination = config.get()
    client = boto3.Session().client()

    for account in config.get(, ()):
        if accounts and account[] not in accounts:
            continue

        session = get_session(account[], region)
        account_id = session.client().get_caller_identity()[]
        prefix = destination.get(, ).rstrip() +  % account_id
        prefix = ""%s/flow-log"" % prefix

        role = account.pop()
        if isinstance(role, six.string_types):
            account[] = role.split()[4]
        else:
            account[] = role[-1].split()[4]

        account.pop()

        try:
            tag_set = client.get_object_tagging(
                Bucket=destination[], Key=prefix).get(, [])
        except ClientError:
            account[] = 
            continue
        tags = {t[]: t[] for t in tag_set}

        if  not in tags:
            account[] = 
        else:
            last_export = parse(tags[])
            account[] = last_export.strftime()

    accounts = [a for a in config.get() if a in accounts or not accounts]
    accounts.sort(key=operator.itemgetter(), reverse=True)
    print(tabulate(accounts, headers=))",report current export state status
"def readfmt(self, fmt):
        
        size = struct.calcsize(fmt)
        blob = self.read(size)
        obj, = struct.unpack(fmt, blob)
        return obj","Read a specified object, using a struct format string."
"def force_utf8_in_ascii_mode_hack():
    t break anything important.ANSI_X3.4-1968wutf8wutf8', buffering=1)","In systems without a UTF8 locale configured, Python will default to
    ASCII mode for stdout and stderr. This causes our fancy display to fail
    with encoding errors. In particular, you run into this if you try to run
    peru inside of Docker. This is a hack to force emitting UTF8 in that case.
    Hopefully it doesn't break anything important."
"def add_sample(self, **data):
        
        missing_dimensions = set(data).difference(self.dimensions)

        if missing_dimensions:
            raise KeyError(
                           % .join(missing_dimensions))

        for dim in self.dimensions:
            getattr(self, dim).append(data.get(dim))",Add a sample to this series.
"def get_field_link(context, field, obj=None):
    
    view = context[]
    return view.lookup_field_link(context, field, obj)","Determine what the field link should be for the given field, object pair"
"def fit(self, inputs, outputs, epochs=1):
        
        self.model.fit(inputs, outputs, epochs=epochs)","Simple wrapper of model.fit.

        :param inputs: Inputs.
        :param outputs: List of forward and backward outputs.
        :param epochs: Number of epoch.

        :return: None"
"def write(self, value):
        
        if self.mode is UNAVAILABLE:
            raise IOError(""{0} can not be used through Firmata"".format(self))
        if self.mode is INPUT:
            raise IOError(""{0} is set up as an INPUT and can therefore not be written to""
                          .format(self))
        if value is not self.value:
            self.value = value
            if self.mode is OUTPUT:
                if self.port:
                    self.port.write()
                else:
                    msg = bytearray([DIGITAL_MESSAGE, self.pin_number, value])
                    self.board.sp.write(msg)
            elif self.mode is PWM:
                value = int(round(value * 255))
                msg = bytearray([ANALOG_MESSAGE + self.pin_number, value % 128, value >> 7])
                self.board.sp.write(msg)
            elif self.mode is SERVO:
                value = int(value)
                msg = bytearray([ANALOG_MESSAGE + self.pin_number, value % 128, value >> 7])
                self.board.sp.write(msg)","Output a voltage from the pin

        :arg value: Uses value as a boolean if the pin is in output mode, or
            expects a float from 0 to 1 if the pin is in PWM mode. If the pin
            is in SERVO the value should be in degrees."
"def plot_predict(self,h=5,past_values=20,intervals=True,**kwargs):      
        
        import matplotlib.pyplot as plt
        import seaborn as sns

        figsize = kwargs.get(,(10,7))

        if self.latent_variables.estimated is False:
            raise Exception(""No latent variables estimated!"")
        else:
            
            scale, shape, skewness = self._get_scale_and_shape(self.latent_variables.get_z_values(transformed=True))
            previous_value = self.data[-1]  
            forecasted_values = np.ones(h)*self.states[-1]  
            date_index = self.shift_dates(h)
            simulations = 10000
            sim_vector = np.zeros([simulations,h])
            t_params = self.transform_z()

            for n in range(0,simulations):  
                rnd_q = np.random.normal(0,np.sqrt(self.latent_variables.get_z_values(transformed=True)[0]),h) 
                exp = forecasted_values.copy()

                for t in range(0,h):
                    if t == 0:
                        exp[t] = forecasted_values[t] + rnd_q[t]
                    else:
                        exp[t] = exp[t-1] + rnd_q[t]

                sim_vector[n] = self.family.draw_variable(loc=self.link(exp),shape=shape,scale=scale,skewness=skewness,nsims=exp.shape[0])

            sim_vector = np.transpose(sim_vector)

            forecasted_values = self.link(forecasted_values)

            if self.model_name2 == :
                forecasted_values = forecasted_values + ((t_params[-3] - (1.0/t_params[-3]))*t_params[-2]*gas.SkewtScore.tv_variate_exp(t_params[-1]))

            plt.figure(figsize=figsize) 

            if intervals == True:
                plt.fill_between(date_index[-h-1:], np.insert([np.percentile(i,5) for i in sim_vector],0,previous_value), 
                    np.insert([np.percentile(i,95) for i in sim_vector],0,previous_value), alpha=0.2,label=""95 C.I."")   

            plot_values = np.append(self.data[-past_values:],forecasted_values)
            plot_index = date_index[-h-past_values:]

            plt.plot(plot_index,plot_values,label=self.data_name)
            plt.title(""Forecast for "" + self.data_name)
            plt.xlabel(""Time"")
            plt.ylabel(self.data_name)
            plt.show()","Makes forecast with the estimated model

        Parameters
        ----------
        h : int (default : 5)
            How many steps ahead would you like to forecast?

        past_values : int (default : 20)
            How many past observations to show on the forecast graph?

        intervals : Boolean
            Would you like to show 95% prediction intervals for the forecast?

        Returns
        ----------
        - Plot of the forecast"
"def networkMultiMode(self, *tags, recordType = True, nodeCount = True, edgeWeight = True, stemmer = None, edgeAttribute = None):
        
        if len(tags) == 1:
            if not isinstance(tags[0], str):
                try:
                    tags = list(tags[0])
                except TypeError:
                    raise TagError("" is not a string it cannot be a tag."".format(tags[0]))
        for t in (i for i in tags if not isinstance(i, str)):
            raise TagError(""{} is not a string it cannot be a tag."".format(t))
        stemCheck = False
        if stemmer is not None:
            if isinstance(stemmer, collections.abc.Callable):
                stemCheck = True
            else:
                raise TagError(""stemmer must be Callable, e.g. a function or class with a __call__ method."")
        count = 0
        progArgs = (0, ""Starting to make a "" + str(len(tags)) + ""-mode network of: "" + .join(tags))
        if metaknowledge.VERBOSE_MODE:
            progKwargs = { : False}
        else:
            progKwargs = { : True}
        with _ProgressBar(*progArgs, **progKwargs) as PBar:
            if edgeAttribute is not None:
                grph = nx.MultiGraph()
            else:
                grph = nx.Graph()
            for R in self:
                if PBar:
                    count += 1
                    PBar.updateVal(count / len(self), ""Analyzing: "" + str(R))
                contents = []
                for t in tags:
                    tmpVal = R.get(t)
                    if stemCheck:
                        if tmpVal:
                            if isinstance(tmpVal, list):
                                contents.append((t, [stemmer(str(v)) for v in tmpVal]))
                            else:
                                contents.append((t, [stemmer(str(tmpVal))]))
                    else:
                        if tmpVal:
                            if isinstance(tmpVal, list):
                                contents.append((t, [str(v) for v in tmpVal]))
                            else:
                                contents.append((t, [str(tmpVal)]))
                for i, vlst1 in enumerate(contents):
                    for node1 in vlst1[1]:
                        for vlst2 in contents[i + 1:]:
                            for node2 in vlst2[1]:
                                if edgeAttribute:
                                    for edgeVal in edgeVals:
                                        if grph.has_edge(node1, node2, key = edgeVal):
                                            if edgeWeight:
                                                for i, a in grph.edges[node1, node2].items():
                                                    if a[] == edgeVal:
                                                        grph[node1][node2][i][] += 1
                                                        break
                                        else:
                                            if edgeWeight:
                                                attrDict = { : edgeVal,  : 1}
                                            else:
                                                attrDict = { : edgeVal}
                                            grph.add_edge(node1, node2, **attrDict)
                                elif edgeWeight:
                                    try:
                                        grph.edges[node1, node2][] += 1
                                    except KeyError:
                                        grph.add_edge(node1, node2, weight = 1)
                                else:
                                    if not grph.has_edge(node1, node2):
                                        grph.add_edge(node1, node2)
                        if nodeCount:
                            try:
                                grph.node[node1][] += 1
                            except KeyError:
                                try:
                                    grph.node[node1][] = 1
                                    if recordType:
                                        grph.node[node1][] = vlst1[0]
                                except KeyError:
                                    if recordType:
                                        grph.add_node(node1, type = vlst1[0])
                                    else:
                                        grph.add_node(node1)
                        else:
                            if not grph.has_node(node1):
                                if recordType:
                                    grph.add_node(node1, type = vlst1[0])
                                else:
                                    grph.add_node(node1)
                            elif recordType:
                                try:
                                    grph.node[node1][] += vlst1[0]
                                except KeyError:
                                    grph.node[node1][] = vlst1[0]
            if PBar:
                PBar.finish(""Done making a {}-mode network of: {}"".format(len(tags), .join(tags)))
        return grph","Creates a network of the objects found by all tags in _tags_, each node is marked by which tag spawned it making the resultant graph n-partite.

        A **networkMultiMode()** looks are each item in the collection and extracts its values for the tags given by _tags_. Then for all objects returned an edge is created between them, regardless of their type. Each node will have an attribute call `'type'` that gives the tag that created it or both if both created it, e.g. if `'LA'` were in _tags_ node `'English'` would have the type attribute be `'LA'`.

        For example if _tags_ was set to `['CR', 'UT', 'LA']`, a three mode network would be created, composed of a co-citation network from the `'CR'` tag. Then each citation would also have edges to all the languages of Records that cited it and to the WOS number of the those Records.

        The number of times each object occurs is count if _nodeCount_ is `True` and the edges count the number of co-occurrences if _edgeWeight_ is `True`. Both are`True` by default.

        # Parameters

        _tags_ : `str`, `str`, `str`, ... or `list [str]`

        > Any number of tags, or a list of tags

        _nodeCount_ : `optional [bool]`

        > Default `True`, if `True` each node will have an attribute called `'count'` that contains an int giving the number of time the object occurred.

        _edgeWeight_ : `optional [bool]`

        > Default `True`, if `True` each edge will have an attribute called `'weight'` that contains an int giving the number of time the two objects co-occurrenced.

        _stemmer_ : `optional [func]`

        > Default `None`, If _stemmer_ is a callable object, basically a function or possibly a class, it will be called for the ID of every node in the graph, note that all IDs are strings.

        > For example: the function `f = lambda x: x[0]` if given as the stemmer will cause all IDs to be the first character of their unstemmed IDs. e.g. the title `'Goos-Hanchen and Imbert-Fedorov shifts for leaky guided modes'` will create the node `'G'`.

        # Returns

        `networkx Graph`

        > A networkx Graph with the objects of the tags _tags_ as nodes and their co-occurrences as edges"
"def QA_fetch_stock_xdxr(code, format=, collections=DATABASE.stock_xdxr):
    
    code = QA_util_code_tolist(code)
    data = pd.DataFrame([item for item in collections.find(
        {:  {: code}}, batch_size=10000)]).drop([], axis=1)
    data[] = pd.to_datetime(data[])
    return data.set_index(, drop=False)",获取股票除权信息/数据库
"def git_day():
    
    vec = [, , , , , ]
    day = cmd(*(vec + [, ])).split()[0]
    commits = cmd(*(vec + [, day + ])).strip()
    n = len(commits.split())
    day = day.replace(, )
    if n > 1:
        day +=  % n
    
    
    branch = get_git_branch()
    if branch != :
        day +=  + s(branch)
    return day","Constructs a version string of the form:

           day[.<commit-number-in-day>][+<branch-name-if-not-master>]

       Master is understood to be always buildable and thus untagged
       versions are treated as patch levels. Branches not master are treated
       as PEP-440 ""local version identifiers""."
"def DbGetDeviceAlias(self, argin):
        
        self._log.debug(""In DbGetDeviceAlias()"")
        ret, dev_name, dfm = check_device_name(argin)
        if not ret:
            th_exc(DB_IncorrectDeviceName,
                  ""device name ("" + argin + "") syntax error (should be [tango:][//instance/]domain/family/member)"",
                  ""DataBase::DbGetDeviceAlias()"")

        return self.db.get_device_alias(dev_name)","Return alias for device name if found.

        :param argin: The device name
        :type: tango.DevString
        :return: The alias found
        :rtype: tango.DevString"
